"row ID","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed"
"1316",36,"admin.","divorced","university.degree","no","yes","no","telephone","may","wed",95,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1317",35,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",39,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1318",33,"technician","married","basic.9y","no","no","no","telephone","may","wed",68,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1319",35,"management","married","professional.course","no","yes","yes","telephone","may","wed",136,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1320",27,"admin.","single","university.degree","no","yes","no","telephone","may","wed",582,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1321",34,"technician","married","university.degree","no","no","yes","telephone","may","wed",217,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1322",43,"entrepreneur","divorced","high.school","no","yes","no","telephone","may","wed",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1323",45,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",154,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1324",30,"services","married","high.school","no","no","no","telephone","may","wed",226,10,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1325",52,"admin.","married","high.school","unknown","yes","no","telephone","may","wed",99,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1326",29,"technician","married","university.degree","no","no","no","telephone","may","wed",104,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1327",38,"admin.","married","university.degree","no","yes","yes","telephone","may","wed",154,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1328",44,"admin.","married","university.degree","no","yes","yes","telephone","may","wed",143,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1329",31,"services","married","high.school","no","yes","no","telephone","may","wed",119,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1330",48,"admin.","divorced","high.school","no","yes","no","telephone","may","wed",507,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1331",27,"services","single","high.school","no","yes","no","telephone","may","wed",386,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1332",39,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","wed",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1333",53,"technician","divorced","university.degree","no","yes","no","telephone","may","wed",206,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1334",30,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",124,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1335",50,"housemaid","married","basic.9y","unknown","unknown","unknown","telephone","may","wed",66,7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1336",40,"admin.","married","university.degree","no","yes","no","telephone","may","wed",615,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1337",56,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","wed",167,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1338",33,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",289,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1339",30,"blue-collar","single","basic.9y","no","no","no","telephone","may","wed",207,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1340",50,"services","married","basic.4y","unknown","yes","no","telephone","may","wed",507,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1341",55,"retired","married","high.school","no","no","no","telephone","may","wed",302,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1342",35,"management","married","basic.9y","no","yes","yes","telephone","may","wed",344,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1343",35,"technician","married","university.degree","unknown","no","no","telephone","may","wed",266,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1344",25,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",149,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1345",27,"admin.","single","unknown","no","yes","no","telephone","may","wed",591,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1346",42,"unemployed","single","basic.4y","unknown","yes","no","telephone","may","wed",51,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1347",55,"admin.","married","basic.9y","no","no","no","telephone","may","wed",119,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1348",29,"management","single","university.degree","no","no","no","telephone","may","wed",99,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1349",46,"blue-collar","married","professional.course","no","no","no","telephone","may","wed",247,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1350",52,"services","married","unknown","unknown","no","no","telephone","may","wed",227,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1351",43,"management","married","basic.6y","unknown","no","no","telephone","may","wed",347,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1352",29,"blue-collar","single","professional.course","no","no","no","telephone","may","wed",298,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1353",31,"admin.","married","high.school","no","no","no","telephone","may","wed",469,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1354",47,"blue-collar","married","basic.4y","no","no","no","telephone","may","wed",136,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1355",42,"admin.","single","university.degree","no","no","no","telephone","may","wed",110,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1356",24,"services","married","high.school","no","yes","no","telephone","may","wed",66,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1357",50,"technician","married","professional.course","unknown","yes","yes","telephone","may","wed",124,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1358",42,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",24,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1359",27,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",466,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1360",27,"management","single","university.degree","no","no","yes","telephone","may","wed",413,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1361",49,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",344,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1362",34,"blue-collar","married","basic.4y","no","no","no","telephone","may","wed",193,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1363",38,"blue-collar","married","high.school","no","no","no","telephone","may","wed",471,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1364",25,"self-employed","single","university.degree","no","no","no","telephone","may","wed",217,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1365",32,"technician","single","university.degree","no","no","no","telephone","may","wed",23,16,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1366",32,"blue-collar","married","high.school","unknown","yes","no","telephone","may","wed",44,7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1367",36,"blue-collar","married","basic.4y","unknown","no","yes","telephone","may","wed",449,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1368",51,"blue-collar","divorced","basic.4y","no","yes","no","telephone","may","wed",180,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1369",39,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed",96,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1370",36,"admin.","married","high.school","no","yes","no","telephone","may","wed",25,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1371",56,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",267,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1372",53,"management","married","basic.4y","unknown","no","no","telephone","may","wed",528,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1373",25,"services","married","high.school","no","yes","no","telephone","may","wed",452,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1374",26,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may","wed",335,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1375",43,"blue-collar","single","unknown","unknown","no","no","telephone","may","wed",299,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1376",50,"admin.","married","high.school","no","no","no","telephone","may","wed",264,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1377",42,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",92,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1378",25,"self-employed","single","university.degree","no","yes","no","telephone","may","wed",158,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1379",35,"technician","single","professional.course","unknown","no","no","telephone","may","wed",198,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1380",35,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",342,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1381",60,"retired","divorced","high.school","unknown","yes","no","telephone","may","wed",398,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1382",40,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",82,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1383",29,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","may","wed",122,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1384",47,"blue-collar","divorced","basic.9y","unknown","yes","no","telephone","may","wed",30,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1385",33,"technician","married","university.degree","unknown","no","yes","telephone","may","wed",619,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191.0
"1386",56,"management","married","university.degree","no","no","no","telephone","may","thu",750,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1387",36,"blue-collar","single","basic.9y","no","no","no","telephone","may","thu",333,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1388",52,"self-employed","single","basic.4y","unknown","yes","no","telephone","may","thu",61,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1389",55,"admin.","married","basic.9y","unknown","no","yes","telephone","may","thu",103,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1390",35,"housemaid","married","basic.4y","unknown","no","yes","telephone","may","thu",205,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1391",47,"blue-collar","single","basic.9y","no","yes","no","telephone","may","thu",54,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1392",40,"admin.","single","unknown","unknown","yes","no","telephone","may","thu",177,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1393",42,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","thu",179,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1394",30,"self-employed","single","university.degree","no","yes","no","telephone","may","thu",244,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1395",47,"self-employed","married","university.degree","no","yes","no","telephone","may","thu",217,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1396",45,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",129,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1397",41,"blue-collar","married","basic.6y","no","yes","no","telephone","may","thu",37,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1398",34,"services","married","high.school","no","no","no","telephone","may","thu",285,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1399",42,"technician","single","high.school","no","no","no","telephone","may","thu",186,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1400",37,"admin.","married","high.school","unknown","yes","no","telephone","may","thu",37,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1401",34,"self-employed","married","professional.course","no","no","no","telephone","may","thu",205,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1402",50,"self-employed","married","basic.4y","unknown","no","no","telephone","may","thu",23,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1403",38,"technician","divorced","professional.course","no","yes","no","telephone","may","thu",1093,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1404",51,"technician","married","professional.course","unknown","no","no","telephone","may","thu",337,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1405",48,"technician","married","high.school","no","no","no","telephone","may","thu",418,8,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1406",46,"admin.","divorced","basic.9y","no","yes","no","telephone","may","thu",56,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1407",33,"services","married","university.degree","no","unknown","unknown","telephone","may","thu",73,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1408",40,"technician","married","basic.9y","no","yes","no","telephone","may","thu",257,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1409",46,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","thu",346,6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1410",31,"admin.","married","university.degree","no","yes","no","telephone","may","thu",359,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1411",37,"technician","single","professional.course","no","no","no","telephone","may","thu",322,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1412",39,"technician","married","professional.course","no","no","no","telephone","may","thu",356,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1413",31,"admin.","married","university.degree","no","yes","no","telephone","may","thu",102,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1414",38,"services","married","high.school","unknown","no","yes","telephone","may","thu",77,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1415",47,"admin.","married","basic.9y","no","yes","no","telephone","may","thu",146,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1416",48,"entrepreneur","married","university.degree","no","yes","no","telephone","may","thu",413,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1417",38,"self-employed","married","unknown","no","yes","no","telephone","may","thu",118,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1418",24,"student","married","university.degree","no","no","no","telephone","may","thu",691,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1419",40,"management","single","university.degree","no","no","no","telephone","may","thu",179,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1420",41,"management","married","unknown","no","yes","no","telephone","may","thu",347,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1421",56,"admin.","married","high.school","no","no","no","telephone","may","thu",162,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1422",42,"services","married","basic.6y","no","yes","no","telephone","may","thu",178,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1423",35,"technician","single","university.degree","no","no","no","telephone","may","thu",52,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1424",26,"self-employed","married","university.degree","no","no","no","telephone","may","thu",13,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1425",37,"unemployed","married","university.degree","unknown","no","no","telephone","may","thu",76,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1426",31,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",535,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1427",46,"self-employed","divorced","university.degree","no","yes","yes","telephone","may","thu",1026,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1428",40,"technician","married","basic.4y","no","yes","no","telephone","may","thu",153,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1429",34,"services","divorced","professional.course","unknown","yes","no","telephone","may","thu",158,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1430",59,"entrepreneur","married","basic.9y","no","no","no","telephone","may","thu",200,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1431",35,"technician","single","basic.6y","no","unknown","unknown","telephone","may","thu",332,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1432",56,"blue-collar","married","basic.4y","no","yes","no","telephone","may","thu",242,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1433",41,"housemaid","married","university.degree","no","no","no","telephone","may","thu",665,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1434",47,"services","divorced","high.school","no","yes","no","telephone","may","thu",97,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1435",51,"services","single","high.school","unknown","yes","no","telephone","may","thu",148,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1436",38,"blue-collar","divorced","unknown","no","no","no","telephone","may","thu",362,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1437",54,"services","married","unknown","no","no","no","telephone","may","thu",114,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1438",34,"services","divorced","basic.9y","no","yes","yes","telephone","may","thu",293,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1439",49,"blue-collar","married","unknown","unknown","no","no","telephone","may","thu",246,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1440",42,"self-employed","married","basic.6y","no","yes","yes","telephone","may","thu",195,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1441",55,"technician","married","professional.course","no","yes","no","telephone","may","thu",166,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1442",46,"management","married","university.degree","unknown","yes","no","telephone","may","thu",311,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1443",57,"management","divorced","university.degree","no","yes","no","telephone","may","thu",81,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1444",54,"technician","married","university.degree","unknown","no","no","telephone","may","thu",109,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1445",24,"services","single","high.school","no","yes","no","telephone","may","thu",70,7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1446",39,"blue-collar","divorced","unknown","unknown","no","yes","telephone","may","thu",145,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1447",31,"admin.","married","high.school","unknown","yes","no","telephone","may","thu",199,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1448",48,"housemaid","divorced","basic.4y","unknown","yes","yes","telephone","may","thu",123,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1449",49,"admin.","single","unknown","unknown","yes","no","telephone","may","thu",122,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1450",37,"technician","single","university.degree","no","yes","no","telephone","may","thu",199,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1451",33,"admin.","married","high.school","no","yes","no","telephone","may","thu",764,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1452",39,"services","married","basic.4y","no","no","no","telephone","may","thu",126,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1453",25,"admin.","married","university.degree","no","yes","no","telephone","may","thu",251,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1454",38,"services","single","high.school","no","yes","no","telephone","may","thu",685,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1455",35,"blue-collar","single","unknown","no","no","no","telephone","may","thu",725,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1456",37,"blue-collar","divorced","basic.9y","unknown","yes","no","telephone","may","thu",219,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1457",33,"self-employed","single","university.degree","no","yes","no","telephone","may","thu",67,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1458",41,"technician","single","professional.course","no","yes","no","telephone","may","thu",294,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1459",25,"services","single","high.school","no","no","no","telephone","may","thu",130,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1460",36,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","thu",744,6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1461",36,"management","married","university.degree","no","yes","no","telephone","may","thu",59,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1462",35,"admin.","married","high.school","no","yes","no","telephone","may","thu",228,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1463",46,"blue-collar","married","basic.6y","no","yes","no","telephone","may","thu",39,22,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1464",35,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","thu",225,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1465",56,"management","divorced","basic.9y","unknown","yes","no","telephone","may","thu",313,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1466",38,"blue-collar","single","basic.6y","no","no","no","telephone","may","thu",238,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1467",41,"blue-collar","married","professional.course","no","no","no","telephone","may","thu",53,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1468",39,"management","married","basic.6y","no","yes","no","telephone","may","thu",364,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1469",55,"technician","married","university.degree","no","yes","no","telephone","may","thu",197,9,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1470",34,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",248,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1471",59,"management","married","basic.4y","unknown","yes","no","telephone","may","thu",374,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1472",55,"technician","divorced","university.degree","unknown","no","no","telephone","may","thu",216,7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1473",28,"services","single","high.school","no","no","no","telephone","may","thu",95,6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1474",36,"entrepreneur","married","university.degree","no","yes","no","telephone","may","thu",23,15,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1475",37,"housemaid","married","university.degree","unknown","yes","no","telephone","may","thu",25,11,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1476",26,"technician","single","professional.course","no","no","no","telephone","may","thu",95,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1477",59,"admin.","single","university.degree","no","yes","yes","telephone","may","thu",421,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191.0
"1478",39,"blue-collar","married","basic.9y","no","no","yes","telephone","may","fri",67,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1479",42,"blue-collar","married","unknown","unknown","unknown","unknown","telephone","may","fri",311,4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1480",42,"housemaid","single","basic.4y","no","yes","no","telephone","may","fri",86,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1481",44,"blue-collar","married","high.school","no","yes","no","telephone","may","fri",230,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1482",42,"services","married","professional.course","no","no","no","telephone","may","fri",177,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1483",33,"admin.","married","university.degree","no","yes","no","telephone","may","fri",555,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1484",39,"admin.","married","university.degree","no","yes","no","telephone","may","fri",86,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1485",35,"admin.","single","high.school","no","no","no","telephone","may","fri",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1486",25,"admin.","married","university.degree","no","no","no","telephone","may","fri",56,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1487",50,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",574,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1488",51,"services","married","high.school","unknown","yes","no","telephone","may","fri",85,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1489",34,"services","married","high.school","no","yes","no","telephone","may","fri",69,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1490",48,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",290,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1491",58,"housemaid","married","basic.4y","unknown","yes","no","telephone","may","fri",652,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1492",37,"technician","single","university.degree","no","yes","no","telephone","may","fri",295,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1493",30,"blue-collar","single","basic.4y","unknown","no","no","telephone","may","fri",130,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1494",37,"admin.","married","university.degree","no","no","no","telephone","may","fri",87,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1495",35,"housemaid","married","basic.4y","no","no","no","telephone","may","fri",91,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1496",43,"blue-collar","divorced","basic.4y","unknown","yes","no","telephone","may","fri",618,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1497",39,"technician","married","university.degree","unknown","yes","no","telephone","may","fri",407,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1498",35,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","fri",461,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1499",27,"admin.","single","high.school","unknown","no","no","telephone","may","fri",682,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1500",43,"blue-collar","married","basic.4y","unknown","no","yes","telephone","may","fri",126,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1501",40,"management","divorced","university.degree","unknown","yes","yes","telephone","may","fri",201,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1502",42,"unemployed","divorced","high.school","no","no","no","telephone","may","fri",275,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1503",47,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","fri",604,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1504",60,"admin.","married","high.school","no","yes","no","telephone","may","fri",118,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1505",30,"services","married","high.school","no","yes","yes","telephone","may","fri",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1506",50,"technician","married","professional.course","no","yes","no","telephone","may","fri",855,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1507",57,"services","divorced","high.school","no","no","no","telephone","may","fri",251,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
"1508",31,"services","married","high.school","no","no","no","telephone","may","fri",1269,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191.0
